,SEASON,TEAM,DRTG,OPP_TS
219,1982,CLE,111.8,0.561558756172794
220,1982,DAL,110.4,0.5552214922524922
221,1982,DEN,113.9,0.5626645281637349
222,1982,DET,106.6,0.5511203574393749
223,1982,GSW,107.7,0.5403093446462164
224,1982,HOU,108.3,0.5383243808928634
225,1982,IND,104.6,0.5332153410028347
226,1982,KCK,107.2,0.5544500767973777
227,1982,LAL,105.5,0.5256046117264543
228,1982,MIL,102.3,0.5176749092336375
229,1982,NJN,102.3,0.5379685712446203
230,1982,NYK,108.6,0.5536973534680834
231,1982,PHI,103.9,0.5285873535063145
232,1982,PHO,102.4,0.5160159792172144
233,1982,POR,108.2,0.5436022800100989
234,1982,SAS,107.6,0.5353219357637251
235,1982,SDC,113.8,0.5745083243849822
236,1982,SEA,102.3,0.5052871101592825
237,1982,UTA,111.7,0.5547275462447069
238,1982,WSB,102.5,0.512158358171157
239,1983,ATL,103.2,0.5139655930795172
240,1983,BOS,101.8,0.5199570346289484
241,1983,CHI,108.0,0.5408823502627289
242,1983,CLE,106.8,0.5382135378218359
243,1983,DAL,109.8,0.5448290281053552
244,1983,DEN,109.1,0.548026146526951
245,1983,DET,105.8,0.5337766888344417
246,1983,GSW,107.4,0.5537148521903167
247,1983,HOU,108.3,0.5486789721317409
248,1983,IND,109.4,0.5626237161083766
249,1983,KCK,104.9,0.5404723337324225
250,1983,LAL,105.2,0.5280853406615125
251,1983,MIL,101.4,0.5044600068393194
252,1983,NJN,98.9,0.5274960023985609
253,1983,NYK,99.9,0.5270615838869557
254,1983,PHI,100.9,0.5059494263306434
255,1983,PHO,100.1,0.5059349479360807
256,1983,POR,103.9,0.5321627765914952
257,1983,SAS,106.6,0.5328105625070454
258,1983,SDC,109.3,0.5764719593723343
259,1983,SEA,102.8,0.5053116588719246
260,1983,UTA,105.1,0.5192018544042101
261,1983,WSB,99.3,0.511558907468446
262,1984,ATL,106.9,0.5338815539393326
263,1984,BOS,104.4,0.5205101191592943
264,1984,CHI,107.5,0.5463176501118832
265,1984,CLE,108.5,0.5426787143205054
266,1984,DAL,109.6,0.5465431464204666
267,1984,DEN,112.3,0.5683811935061186
268,1984,DET,108.1,0.547343958752799
269,1984,GSW,108.8,0.5624476130951515
270,1984,HOU,108.2,0.5392512943419099
271,1984,IND,106.5,0.5439084199281344
272,1984,KCK,108.0,0.5526144027848285
273,1984,LAL,107.3,0.5311483461998276
274,1984,MIL,103.6,0.5121085214857976
275,1984,NJN,105.0,0.5477242056189424
276,1984,NYK,103.1,0.5432406154669246
277,1984,PHI,104.6,0.5293806894055382
278,1984,PHO,108.0,0.5519282028709069
279,1984,POR,107.7,0.5627476816248416
280,1984,SAS,111.4,0.5504640293699625
281,1984,SDC,112.4,0.556951643436506
282,1984,SEA,108.1,0.535465304212319
283,1984,UTA,108.0,0.5224329987374303
284,1984,WSB,107.2,0.5370929009466727
285,1985,ATL,107.3,0.5328308457472138
286,1985,BOS,106.3,0.5223453287588599
287,1985,CHI,109.6,0.5436650466638268
288,1985,CLE,108.7,0.5345623954766265
289,1985,DAL,109.3,0.5506949921135647
290,1985,DEN,108.4,0.5641891733730331
291,1985,DET,107.2,0.5463454049203971
292,1985,GSW,113.0,0.5830977748785967
293,1985,HOU,106.3,0.5381249250689366
294,1985,IND,108.4,0.5507398733791071
295,1985,KCK,112.1,0.5612242519729084
296,1985,LAC,110.3,0.5345419713571479
297,1985,LAL,107.0,0.5270473293486476
298,1985,MIL,103.6,0.5225490196078432
299,1985,NJN,107.7,0.5514941328315123
300,1985,NYK,109.6,0.5591187191482176
